<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20010103,061100,0.9503,0.9504,0.9503,0.9503,4
EURUSD,20010103,061200,0.9503,0.9503,0.9503,0.9503,4
EURUSD,20010103,061300,0.9503,0.9504,0.9503,0.9504,4
EURUSD,20010103,061400,0.9504,0.9504,0.9504,0.9504,4
EURUSD,20010103,061500,0.9504,0.9504,0.9504,0.9504,4
EURUSD,20010103,061600,0.9505,0.9507,0.9505,0.9507,4
EURUSD,20010103,061700,0.9507,0.9509,0.9507,0.9509,4
EURUSD,20010103,061800,0.9509,0.9513,0.9509,0.9513,4
EURUSD,20010103,061900,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,062000,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,062100,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,062200,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,062300,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,062400,0.9513,0.9513,0.9510,0.9510,4
EURUSD,20010103,062500,0.9510,0.9510,0.9510,0.9510,4
EURUSD,20010103,062600,0.9510,0.9510,0.9510,0.9510,4
EURUSD,20010103,062700,0.9510,0.9510,0.9510,0.9510,4
EURUSD,20010103,062800,0.9510,0.9512,0.9510,0.9512,4
EURUSD,20010103,062900,0.9511,0.9511,0.9510,0.9510,4
EURUSD,20010103,063000,0.9510,0.9511,0.9510,0.9511,4
EURUSD,20010103,063100,0.9511,0.9512,0.9511,0.9512,4
EURUSD,20010103,063200,0.9512,0.9512,0.9512,0.9512,4
EURUSD,20010103,063300,0.9512,0.9512,0.9512,0.9512,4
EURUSD,20010103,063400,0.9512,0.9512,0.9511,0.9511,4
EURUSD,20010103,063500,0.9511,0.9512,0.9511,0.9512,4
EURUSD,20010103,063600,0.9512,0.9512,0.9512,0.9512,4
EURUSD,20010103,063700,0.9512,0.9513,0.9512,0.9513,4
EURUSD,20010103,063800,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,063900,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,064000,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,064100,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,064200,0.9513,0.9513,0.9511,0.9511,4
EURUSD,20010103,064300,0.9511,0.9511,0.9509,0.9509,4
EURUSD,20010103,064400,0.9509,0.9512,0.9509,0.9512,4
EURUSD,20010103,064500,0.9512,0.9512,0.9512,0.9512,4
EURUSD,20010103,064600,0.9512,0.9512,0.9512,0.9512,4
EURUSD,20010103,064700,0.9512,0.9512,0.9512,0.9512,4
EURUSD,20010103,064800,0.9512,0.9512,0.9512,0.9512,4
EURUSD,20010103,064900,0.9512,0.9513,0.9512,0.9513,4
EURUSD,20010103,065000,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,065100,0.9513,0.9513,0.9513,0.9513,4
EURUSD,20010103,065200,0.9512,0.9512,0.9511,0.9511,4
EURUSD,20010103,065300,0.9511,0.9512,0.9511,0.9512,4
EURUSD,20010103,065400,0.9513,0.9513,0.9512,0.9512,4
EURUSD,20010103,065500,0.9512,0.9512,0.9511,0.9512,4
EURUSD,20010103,065600,0.9512,0.9512,0.9510,0.9510,4
EURUSD,20010103,065700,0.9510,0.9510,0.9510,0.9510,4
EURUSD,20010103,065800,0.9510,0.9510,0.9510,0.9510,4
EURUSD,20010103,065900,0.9510,0.9510,0.9509,0.9509,4
EURUSD,20010103,070000,0.9510,0.9510,0.9508,0.9509,4
EURUSD,20010103,070100,0.9510,0.9510,0.9510,0.9510,4
EURUSD,20010103,070200,0.9509,0.9509,0.9509,0.9509,4
EURUSD,20010103,070300,0.9508,0.9508,0.9506,0.9506,4
EURUSD,20010103,070400,0.9506,0.9506,0.9502,0.9502,4
EURUSD,20010103,070500,0.9501,0.9502,0.9497,0.9497,4
EURUSD,20010103,070600,0.9496,0.9496,0.9491,0.9491,4
EURUSD,20010103,070700,0.9492,0.9493,0.9489,0.9489,4
EURUSD,20010103,070800,0.9488,0.9488,0.9481,0.9481,4
EURUSD,20010103,070900,0.9480,0.9484,0.9480,0.9482,4
EURUSD,20010103,071000,0.9482,0.9482,0.9479,0.9481,4
EURUSD,20010103,071100,0.9481,0.9481,0.9476,0.9476,4
EURUSD,20010103,071200,0.9476,0.9480,0.9476,0.9480,4
EURUSD,20010103,071300,0.9481,0.9484,0.9480,0.9484,4
EURUSD,20010103,071400,0.9484,0.9486,0.9484,0.9486,4
EURUSD,20010103,071500,0.9486,0.9487,0.9485,0.9485,4
EURUSD,20010103,071600,0.9486,0.9486,0.9483,0.9483,4
EURUSD,20010103,071700,0.9482,0.9482,0.9479,0.9479,4
EURUSD,20010103,071800,0.9478,0.9479,0.9477,0.9478,4
EURUSD,20010103,071900,0.9477,0.9479,0.9477,0.9479,4
EURUSD,20010103,072000,0.9479,0.9479,0.9476,0.9477,4
EURUSD,20010103,072100,0.9477,0.9480,0.9476,0.9476,4
EURUSD,20010103,072200,0.9477,0.9477,0.9475,0.9476,4
EURUSD,20010103,072300,0.9477,0.9477,0.9476,0.9477,4
EURUSD,20010103,072400,0.9477,0.9477,0.9476,0.9476,4
EURUSD,20010103,072500,0.9476,0.9479,0.9476,0.9479,4
EURUSD,20010103,072600,0.9478,0.9482,0.9478,0.9482,4
EURUSD,20010103,072700,0.9481,0.9484,0.9481,0.9484,4
EURUSD,20010103,072800,0.9484,0.9485,0.9484,0.9485,4
EURUSD,20010103,072900,0.9486,0.9488,0.9486,0.9487,4
EURUSD,20010103,073000,0.9487,0.9487,0.9486,0.9486,4
EURUSD,20010103,073100,0.9486,0.9486,0.9481,0.9482,4
EURUSD,20010103,073200,0.9481,0.9482,0.9478,0.9478,4
EURUSD,20010103,073300,0.9477,0.9480,0.9477,0.9480,4
EURUSD,20010103,073400,0.9480,0.9480,0.9478,0.9478,4
EURUSD,20010103,073500,0.9477,0.9477,0.9470,0.9470,4
EURUSD,20010103,073600,0.9471,0.9473,0.9470,0.9471,4
EURUSD,20010103,073700,0.9470,0.9471,0.9468,0.9471,4
EURUSD,20010103,073800,0.9470,0.9471,0.9470,0.9470,4
EURUSD,20010103,073900,0.9470,0.9473,0.9470,0.9473,4
EURUSD,20010103,074000,0.9474,0.9474,0.9473,0.9474,4
EURUSD,20010103,074100,0.9474,0.9475,0.9474,0.9474,4
EURUSD,20010103,074200,0.9475,0.9475,0.9474,0.9475,4
EURUSD,20010103,074300,0.9475,0.9475,0.9473,0.9474,4
EURUSD,20010103,074400,0.9474,0.9476,0.9471,0.9476,4
EURUSD,20010103,074500,0.9475,0.9477,0.9474,0.9475,4
EURUSD,20010103,074600,0.9474,0.9476,0.9474,0.9476,4
EURUSD,20010103,074700,0.9475,0.9478,0.9475,0.9478,4
EURUSD,20010103,074800,0.9478,0.9481,0.9478,0.9480,4
EURUSD,20010103,074900,0.9480,0.9481,0.9479,0.9481,4
EURUSD,20010103,075000,0.9481,0.9481,0.9479,0.9480,4
EURUSD,20010103,075100,0.9480,0.9480,0.9478,0.9478,4
EURUSD,20010103,075200,0.9478,0.9480,0.9478,0.9478,4
EURUSD,20010103,075300,0.9477,0.9478,0.9475,0.9477,4
EURUSD,20010103,075400,0.9477,0.9480,0.9475,0.9480,4
EURUSD,20010103,075500,0.9479,0.9481,0.9478,0.9481,4
EURUSD,20010103,075600,0.9481,0.9483,0.9481,0.9482,4
EURUSD,20010103,075700,0.9482,0.9484,0.9482,0.9484,4
EURUSD,20010103,075800,0.9483,0.9488,0.9483,0.9487,4
EURUSD,20010103,075900,0.9488,0.9491,0.9487,0.9489,4
EURUSD,20010103,080000,0.9490,0.9491,0.9489,0.9490,4
EURUSD,20010103,080100,0.9490,0.9496,0.9490,0.9494,4
EURUSD,20010103,080200,0.9495,0.9497,0.9495,0.9496,4
EURUSD,20010103,080300,0.9497,0.9502,0.9496,0.9502,4
EURUSD,20010103,080400,0.9501,0.9507,0.9501,0.9506,4
EURUSD,20010103,080500,0.9506,0.9507,0.9506,0.9506,4
EURUSD,20010103,080600,0.9507,0.9508,0.9506,0.9507,4
EURUSD,20010103,080700,0.9508,0.9509,0.9506,0.9507,4
EURUSD,20010103,080800,0.9509,0.9514,0.9508,0.9512,4
EURUSD,20010103,080900,0.9511,0.9516,0.9511,0.9516,4
EURUSD,20010103,081000,0.9515,0.9528,0.9515,0.9528,4
EURUSD,20010103,081100,0.9529,0.9539,0.9529,0.9538,4
EURUSD,20010103,081200,0.9537,0.9539,0.9534,0.9537,4
EURUSD,20010103,081300,0.9536,0.9536,0.9531,0.9532,4
EURUSD,20010103,081400,0.9532,0.9534,0.9532,0.9532,4
EURUSD,20010103,081500,0.9532,0.9532,0.9530,0.9530,4
EURUSD,20010103,081600,0.9531,0.9532,0.9530,0.9531,4
EURUSD,20010103,081700,0.9532,0.9536,0.9532,0.9536,4
EURUSD,20010103,081800,0.9537,0.9539,0.9533,0.9534,4
EURUSD,20010103,081900,0.9534,0.9534,0.9531,0.9531,4
EURUSD,20010103,082000,0.9529,0.9531,0.9529,0.9530,4
EURUSD,20010103,082100,0.9530,0.9531,0.9529,0.9531,4
EURUSD,20010103,082200,0.9530,0.9532,0.9530,0.9532,4
EURUSD,20010103,082300,0.9532,0.9534,0.9529,0.9534,4
EURUSD,20010103,082400,0.9533,0.9534,0.9532,0.9532,4
EURUSD,20010103,082500,0.9531,0.9532,0.9530,0.9530,4
EURUSD,20010103,082600,0.9530,0.9533,0.9529,0.9529,4
EURUSD,20010103,082700,0.9529,0.9531,0.9529,0.9531,4
EURUSD,20010103,082800,0.9531,0.9531,0.9522,0.9524,4
EURUSD,20010103,082900,0.9523,0.9523,0.9519,0.9519,4
EURUSD,20010103,083000,0.9520,0.9521,0.9517,0.9518,4
EURUSD,20010103,083100,0.9519,0.9520,0.9518,0.9520,4
EURUSD,20010103,083200,0.9519,0.9519,0.9517,0.9519,4
EURUSD,20010103,083300,0.9519,0.9520,0.9518,0.9520,4
EURUSD,20010103,083400,0.9521,0.9522,0.9519,0.9522,4
EURUSD,20010103,083500,0.9523,0.9526,0.9521,0.9523,4
EURUSD,20010103,083600,0.9522,0.9527,0.9522,0.9526,4
EURUSD,20010103,083700,0.9527,0.9528,0.9525,0.9526,4
EURUSD,20010103,083800,0.9527,0.9528,0.9525,0.9527,4
EURUSD,20010103,083900,0.9527,0.9528,0.9527,0.9528,4
EURUSD,20010103,084000,0.9529,0.9533,0.9529,0.9533,4
EURUSD,20010103,084100,0.9534,0.9538,0.9534,0.9534,4
EURUSD,20010103,084200,0.9534,0.9534,0.9532,0.9532,4
EURUSD,20010103,084300,0.9533,0.9536,0.9532,0.9536,4
EURUSD,20010103,084400,0.9535,0.9540,0.9535,0.9539,4
EURUSD,20010103,084500,0.9538,0.9539,0.9535,0.9535,4
EURUSD,20010103,084600,0.9536,0.9536,0.9531,0.9534,4
EURUSD,20010103,084700,0.9534,0.9537,0.9534,0.9536,4
EURUSD,20010103,084800,0.9535,0.9535,0.9531,0.9532,4
EURUSD,20010103,084900,0.9531,0.9531,0.9529,0.9529,4
EURUSD,20010103,085000,0.9530,0.9530,0.9527,0.9528,4
EURUSD,20010103,085100,0.9527,0.9527,0.9525,0.9527,4
EURUSD,20010103,085200,0.9526,0.9531,0.9526,0.9531,4
EURUSD,20010103,085300,0.9532,0.9537,0.9532,0.9537,4
EURUSD,20010103,085400,0.9538,0.9543,0.9537,0.9541,4
EURUSD,20010103,085500,0.9542,0.9542,0.9538,0.9538,4
EURUSD,20010103,085600,0.9538,0.9540,0.9537,0.9540,4
EURUSD,20010103,085700,0.9539,0.9540,0.9538,0.9538,4
EURUSD,20010103,085800,0.9537,0.9541,0.9536,0.9541,4
EURUSD,20010103,085900,0.9540,0.9542,0.9539,0.9539,4
EURUSD,20010103,090000,0.9539,0.9541,0.9539,0.9541,4
EURUSD,20010103,090100,0.9541,0.9541,0.9539,0.9539,4
EURUSD,20010103,090200,0.9538,0.9539,0.9535,0.9535,4
EURUSD,20010103,090300,0.9535,0.9535,0.9531,0.9531,4
EURUSD,20010103,090400,0.9533,0.9533,0.9532,0.9533,4
EURUSD,20010103,090500,0.9533,0.9533,0.9533,0.9533,4
EURUSD,20010103,090600,0.9533,0.9533,0.9531,0.9531,4
EURUSD,20010103,090700,0.9530,0.9532,0.9528,0.9532,4
EURUSD,20010103,090800,0.9531,0.9533,0.9531,0.9532,4
EURUSD,20010103,090900,0.9532,0.9532,0.9526,0.9526,4
EURUSD,20010103,091000,0.9526,0.9529,0.9526,0.9528,4
EURUSD,20010103,091100,0.9527,0.9531,0.9527,0.9530,4
EURUSD,20010103,091200,0.9530,0.9531,0.9530,0.9531,4
EURUSD,20010103,091300,0.9532,0.9532,0.9531,0.9531,4
EURUSD,20010103,091400,0.9531,0.9532,0.9531,0.9532,4
EURUSD,20010103,091500,0.9533,0.9534,0.9532,0.9532,4
EURUSD,20010103,091600,0.9531,0.9531,0.9530,0.9530,4
EURUSD,20010103,091700,0.9530,0.9530,0.9530,0.9530,4
EURUSD,20010103,091800,0.9530,0.9530,0.9530,0.9530,4
EURUSD,20010103,091900,0.9530,0.9530,0.9530,0.9530,4
EURUSD,20010103,092000,0.9530,0.9534,0.9530,0.9534,4
EURUSD,20010103,092100,0.9534,0.9535,0.9534,0.9535,4
EURUSD,20010103,092200,0.9535,0.9536,0.9534,0.9536,4
EURUSD,20010103,092300,0.9535,0.9539,0.9535,0.9539,4
EURUSD,20010103,092400,0.9540,0.9545,0.9540,0.9542,4
EURUSD,20010103,092500,0.9541,0.9541,0.9538,0.9538,4
EURUSD,20010103,092600,0.9539,0.9539,0.9539,0.9539,4
EURUSD,20010103,092700,0.9541,0.9542,0.9541,0.9541,4
EURUSD,20010103,092800,0.9541,0.9542,0.9541,0.9542,4
EURUSD,20010103,092900,0.9543,0.9543,0.9543,0.9543,4
EURUSD,20010103,093000,0.9545,0.9545,0.9545,0.9545,4
EURUSD,20010103,093200,0.9546,0.9546,0.9545,0.9545,4
EURUSD,20010103,093300,0.9543,0.9543,0.9535,0.9535,4
EURUSD,20010103,093400,0.9534,0.9534,0.9534,0.9534,4
EURUSD,20010103,093500,0.9533,0.9533,0.9531,0.9531,4
EURUSD,20010103,093600,0.9531,0.9531,0.9529,0.9529,4
EURUSD,20010103,093700,0.9531,0.9532,0.9531,0.9532,4
EURUSD,20010103,093800,0.9533,0.9534,0.9533,0.9534,4
EURUSD,20010103,093900,0.9534,0.9534,0.9534,0.9534,4
EURUSD,20010103,094000,0.9534,0.9539,0.9534,0.9539,4
EURUSD,20010103,094100,0.9540,0.9544,0.9540,0.9543,4
EURUSD,20010103,094200,0.9543,0.9543,0.9541,0.9541,4
EURUSD,20010103,094300,0.9541,0.9542,0.9541,0.9542,4
EURUSD,20010103,094400,0.9542,0.9542,0.9542,0.9542,4
EURUSD,20010103,094500,0.9542,0.9542,0.9541,0.9541,4
EURUSD,20010103,094600,0.9542,0.9544,0.9542,0.9544,4
EURUSD,20010103,094700,0.9545,0.9545,0.9542,0.9542,4
EURUSD,20010103,094800,0.9542,0.9542,0.9542,0.9542,4
EURUSD,20010103,094900,0.9542,0.9542,0.9542,0.9542,4
EURUSD,20010103,095000,0.9542,0.9542,0.9542,0.9542,4
EURUSD,20010103,095100,0.9541,0.9542,0.9541,0.9542,4
EURUSD,20010103,095200,0.9542,0.9542,0.9542,0.9542,4
EURUSD,20010103,095300,0.9536,0.9536,0.9536,0.9536,4
EURUSD,20010103,095400,0.9538,0.9538,0.9538,0.9538,4
EURUSD,20010103,095500,0.9539,0.9540,0.9539,0.9540,4
EURUSD,20010103,095600,0.9542,0.9549,0.9542,0.9548,4
EURUSD,20010103,095700,0.9547,0.9547,0.9544,0.9544,4
EURUSD,20010103,095800,0.9543,0.9545,0.9543,0.9545,4
EURUSD,20010103,095900,0.9543,0.9543,0.9541,0.9541,4
EURUSD,20010103,100000,0.9542,0.9543,0.9542,0.9543,4
EURUSD,20010103,100100,0.9543,0.9543,0.9541,0.9541,4
EURUSD,20010103,100200,0.9542,0.9542,0.9542,0.9542,4
EURUSD,20010103,100300,0.9542,0.9542,0.9542,0.9542,4
EURUSD,20010103,100400,0.9541,0.9541,0.9538,0.9538,4
EURUSD,20010103,100500,0.9539,0.9539,0.9539,0.9539,4
EURUSD,20010103,100600,0.9540,0.9542,0.9540,0.9542,4
EURUSD,20010103,100700,0.9542,0.9542,0.9542,0.9542,4
EURUSD,20010103,100900,0.9540,0.9540,0.9539,0.9540,4
EURUSD,20010103,101000,0.9539,0.9540,0.9539,0.9540,4
EURUSD,20010103,101200,0.9541,0.9543,0.9541,0.9542,4
EURUSD,20010103,101300,0.9542,0.9543,0.9542,0.9542,4
EURUSD,20010103,101400,0.9542,0.9544,0.9542,0.9544,4
EURUSD,20010103,101500,0.9543,0.9543,0.9543,0.9543,4
EURUSD,20010103,101600,0.9544,0.9544,0.9543,0.9543,4
EURUSD,20010103,101700,0.9542,0.9542,0.9541,0.9541,4
EURUSD,20010103,101800,0.9542,0.9542,0.9538,0.9539,4
EURUSD,20010103,101900,0.9539,0.9539,0.9536,0.9536,4
EURUSD,20010103,102000,0.9537,0.9541,0.9536,0.9541,4
EURUSD,20010103,102100,0.9542,0.9542,0.9541,0.9542,4
EURUSD,20010103,102200,0.9541,0.9542,0.9538,0.9539,4
EURUSD,20010103,102300,0.9539,0.9539,0.9538,0.9538,4
EURUSD,20010103,102400,0.9539,0.9539,0.9536,0.9538,4
EURUSD,20010103,102500,0.9537,0.9539,0.9536,0.9538,4
EURUSD,20010103,102600,0.9538,0.9539,0.9537,0.9538,4
EURUSD,20010103,102700,0.9538,0.9538,0.9537,0.9537,4
EURUSD,20010103,102800,0.9537,0.9537,0.9535,0.9537,4
EURUSD,20010103,102900,0.9536,0.9540,0.9536,0.9540,4
EURUSD,20010103,103000,0.9540,0.9541,0.9540,0.9540,4
EURUSD,20010103,103100,0.9539,0.9541,0.9538,0.9541,4
EURUSD,20010103,103200,0.9540,0.9541,0.9539,0.9540,4
EURUSD,20010103,103300,0.9541,0.9541,0.9539,0.9541,4
EURUSD,20010103,103400,0.9541,0.9541,0.9540,0.9540,4
EURUSD,20010103,103500,0.9541,0.9542,0.9540,0.9542,4
EURUSD,20010103,103600,0.9541,0.9542,0.9540,0.9541,4
EURUSD,20010103,103700,0.9541,0.9541,0.9541,0.9541,4
EURUSD,20010103,103800,0.9541,0.9541,0.9540,0.9541,4
EURUSD,20010103,103900,0.9540,0.9541,0.9540,0.9541,4
EURUSD,20010103,104000,0.9540,0.9541,0.9540,0.9541,4
EURUSD,20010103,104100,0.9541,0.9541,0.9540,0.9540,4
EURUSD,20010103,104200,0.9540,0.9540,0.9539,0.9539,4
EURUSD,20010103,104300,0.9540,0.9540,0.9538,0.9538,4
EURUSD,20010103,104400,0.9539,0.9539,0.9536,0.9537,4
EURUSD,20010103,104500,0.9537,0.9538,0.9537,0.9538,4
EURUSD,20010103,104600,0.9537,0.9539,0.9537,0.9537,4
EURUSD,20010103,104700,0.9535,0.9536,0.9534,0.9534,4
EURUSD,20010103,104800,0.9534,0.9535,0.9534,0.9535,4
EURUSD,20010103,104900,0.9535,0.9536,0.9535,0.9536,4
EURUSD,20010103,105000,0.9535,0.9536,0.9534,0.9534,4
EURUSD,20010103,105100,0.9534,0.9537,0.9534,0.9537,4
EURUSD,20010103,105200,0.9536,0.9539,0.9536,0.9538,4
EURUSD,20010103,105300,0.9537,0.9539,0.9537,0.9539,4
EURUSD,20010103,105400,0.9538,0.9539,0.9534,0.9536,4
EURUSD,20010103,105500,0.9535,0.9538,0.9535,0.9537,4
EURUSD,20010103,105600,0.9536,0.9543,0.9536,0.9542,4
EURUSD,20010103,105700,0.9543,0.9559,0.9543,0.9559,4
EURUSD,20010103,105800,0.9558,0.9558,0.9556,0.9558,4
EURUSD,20010103,105900,0.9559,0.9565,0.9558,0.9565,4
EURUSD,20010103,110000,0.9564,0.9565,0.9563,0.9563,4
EURUSD,20010103,110100,0.9564,0.9567,0.9564,0.9567,4
EURUSD,20010103,110200,0.9567,0.9569,0.9563,0.9563,4
EURUSD,20010103,110300,0.9564,0.9564,0.9562,0.9563,4
EURUSD,20010103,110400,0.9564,0.9565,0.9563,0.9565,4
EURUSD,20010103,110500,0.9566,0.9566,0.9563,0.9564,4
EURUSD,20010103,110600,0.9563,0.9563,0.9562,0.9562,4
EURUSD,20010103,110700,0.9562,0.9563,0.9561,0.9561,4
EURUSD,20010103,110800,0.9561,0.9562,0.9561,0.9562,4
EURUSD,20010103,110900,0.9561,0.9564,0.9561,0.9564,4
EURUSD,20010103,111000,0.9563,0.9566,0.9562,0.9566,4
EURUSD,20010103,111100,0.9565,0.9566,0.9564,0.9565,4
EURUSD,20010103,111200,0.9564,0.9565,0.9562,0.9563,4
EURUSD,20010103,111300,0.9563,0.9563,0.9561,0.9561,4
EURUSD,20010103,111400,0.9560,0.9561,0.9559,0.9561,4
EURUSD,20010103,111500,0.9560,0.9562,0.9559,0.9561,4
EURUSD,20010103,111600,0.9561,0.9562,0.9559,0.9561,4
EURUSD,20010103,111700,0.9560,0.9561,0.9557,0.9557,4
EURUSD,20010103,111800,0.9556,0.9556,0.9554,0.9555,4
EURUSD,20010103,111900,0.9555,0.9555,0.9554,0.9554,4
EURUSD,20010103,112000,0.9555,0.9556,0.9553,0.9556,4
EURUSD,20010103,112100,0.9556,0.9557,0.9555,0.9556,4
EURUSD,20010103,112200,0.9556,0.9556,0.9554,0.9555,4
EURUSD,20010103,112300,0.9555,0.9556,0.9555,0.9555,4
EURUSD,20010103,112400,0.9554,0.9554,0.9551,0.9553,4
EURUSD,20010103,112500,0.9552,0.9553,0.9552,0.9552,4
EURUSD,20010103,112600,0.9552,0.9553,0.9552,0.9552,4
EURUSD,20010103,112700,0.9553,0.9553,0.9550,0.9552,4
EURUSD,20010103,112800,0.9552,0.9552,0.9551,0.9552,4
EURUSD,20010103,112900,0.9552,0.9553,0.9551,0.9552,4
EURUSD,20010103,113000,0.9552,0.9554,0.9551,0.9554,4
EURUSD,20010103,113100,0.9552,0.9554,0.9552,0.9553,4
EURUSD,20010103,113200,0.9552,0.9552,0.9550,0.9550,4
EURUSD,20010103,113300,0.9549,0.9550,0.9548,0.9549,4
EURUSD,20010103,113400,0.9549,0.9549,0.9549,0.9549,4
EURUSD,20010103,113500,0.9550,0.9551,0.9550,0.9550,4
EURUSD,20010103,113600,0.9549,0.9550,0.9549,0.9549,4
EURUSD,20010103,113700,0.9549,0.9550,0.9549,0.9550,4
EURUSD,20010103,113800,0.9549,0.9550,0.9549,0.9549,4
EURUSD,20010103,113900,0.9550,0.9551,0.9550,0.9550,4
EURUSD,20010103,114000,0.9550,0.9553,0.9550,0.9553,4
EURUSD,20010103,114100,0.9554,0.9554,0.9551,0.9552,4
EURUSD,20010103,114200,0.9551,0.9552,0.9550,0.9551,4
EURUSD,20010103,114300,0.9551,0.9551,0.9549,0.9550,4
EURUSD,20010103,114400,0.9550,0.9551,0.9549,0.9549,4
EURUSD,20010103,114500,0.9549,0.9551,0.9549,0.9550,4
EURUSD,20010103,114600,0.9550,0.9553,0.9550,0.9552,4
EURUSD,20010103,114700,0.9551,0.9553,0.9551,0.9552,4
EURUSD,20010103,114800,0.9551,0.9552,0.9551,0.9552,4
EURUSD,20010103,114900,0.9551,0.9551,0.9548,0.9548,4
EURUSD,20010103,115000,0.9549,0.9549,0.9545,0.9546,4
EURUSD,20010103,115100,0.9545,0.9546,0.9543,0.9545,4
EURUSD,20010103,115200,0.9545,0.9546,0.9545,0.9546,4
EURUSD,20010103,115300,0.9546,0.9546,0.9545,0.9545,4
EURUSD,20010103,115400,0.9546,0.9546,0.9542,0.9542,4
EURUSD,20010103,115500,0.9541,0.9542,0.9541,0.9541,4
EURUSD,20010103,115600,0.9542,0.9544,0.9542,0.9543,4
EURUSD,20010103,115700,0.9544,0.9545,0.9543,0.9545,4
EURUSD,20010103,115800,0.9546,0.9547,0.9545,0.9547,4
EURUSD,20010103,115900,0.9546,0.9548,0.9546,0.9547,4
EURUSD,20010103,120000,0.9548,0.9548,0.9546,0.9547,4
EURUSD,20010103,120100,0.9547,0.9547,0.9546,0.9546,4
EURUSD,20010103,120200,0.9546,0.9546,0.9545,0.9546,4
EURUSD,20010103,120300,0.9546,0.9548,0.9544,0.9544,4
EURUSD,20010103,120400,0.9543,0.9543,0.9541,0.9542,4
EURUSD,20010103,120500,0.9543,0.9543,0.9541,0.9542,4
EURUSD,20010103,120600,0.9542,0.9542,0.9539,0.9539,4
EURUSD,20010103,120700,0.9540,0.9540,0.9538,0.9540,4
EURUSD,20010103,120800,0.9539,0.9542,0.9539,0.9541,4
EURUSD,20010103,120900,0.9541,0.9542,0.9541,0.9542,4
EURUSD,20010103,121000,0.9543,0.9543,0.9541,0.9541,4
EURUSD,20010103,121100,0.9540,0.9541,0.9539,0.9539,4
EURUSD,20010103,121200,0.9540,0.9541,0.9539,0.9540,4
EURUSD,20010103,121300,0.9540,0.9541,0.9540,0.9540,4
EURUSD,20010103,121400,0.9540,0.9542,0.9540,0.9542,4
EURUSD,20010103,121500,0.9542,0.9546,0.9542,0.9545,4
EURUSD,20010103,121600,0.9546,0.9549,0.9545,0.9549,4
EURUSD,20010103,121700,0.9549,0.9549,0.9548,0.9548,4
EURUSD,20010103,121800,0.9548,0.9548,0.9545,0.9545,4
EURUSD,20010103,121900,0.9545,0.9546,0.9544,0.9546,4
EURUSD,20010103,122000,0.9545,0.9548,0.9545,0.9548,4
EURUSD,20010103,122100,0.9547,0.9547,0.9543,0.9544,4
EURUSD,20010103,122200,0.9543,0.9544,0.9542,0.9542,4
EURUSD,20010103,122300,0.9543,0.9543,0.9542,0.9543,4
EURUSD,20010103,122400,0.9542,0.9544,0.9540,0.9541,4
EURUSD,20010103,122500,0.9542,0.9544,0.9541,0.9544,4
EURUSD,20010103,122600,0.9545,0.9545,0.9543,0.9545,4
EURUSD,20010103,122700,0.9545,0.9547,0.9545,0.9547,4
EURUSD,20010103,122800,0.9547,0.9547,0.9546,0.9547,4
EURUSD,20010103,122900,0.9548,0.9548,0.9544,0.9545,4
EURUSD,20010103,123000,0.9544,0.9544,0.9542,0.9542,4
EURUSD,20010103,123100,0.9543,0.9544,0.9542,0.9543,4
EURUSD,20010103,123200,0.9543,0.9545,0.9541,0.9545,4
EURUSD,20010103,123300,0.9545,0.9549,0.9545,0.9548,4
EURUSD,20010103,123400,0.9548,0.9548,0.9546,0.9546,4
EURUSD,20010103,123500,0.9545,0.9545,0.9542,0.9542,4
EURUSD,20010103,123600,0.9541,0.9542,0.9541,0.9542,4
EURUSD,20010103,123700,0.9541,0.9542,0.9541,0.9542,4
EURUSD,20010103,123800,0.9541,0.9541,0.9537,0.9537,4
EURUSD,20010103,123900,0.9538,0.9538,0.9535,0.9535,4
EURUSD,20010103,124000,0.9535,0.9538,0.9535,0.9536,4
EURUSD,20010103,124100,0.9535,0.9536,0.9535,0.9536,4
EURUSD,20010103,124200,0.9535,0.9536,0.9533,0.9535,4
EURUSD,20010103,124300,0.9536,0.9536,0.9535,0.9535,4
EURUSD,20010103,124400,0.9536,0.9536,0.9534,0.9534,4
EURUSD,20010103,124500,0.9534,0.9535,0.9534,0.9535,4
EURUSD,20010103,124600,0.9534,0.9536,0.9534,0.9536,4
EURUSD,20010103,124700,0.9537,0.9537,0.9535,0.9535,4
EURUSD,20010103,124800,0.9534,0.9535,0.9532,0.9535,4
EURUSD,20010103,124900,0.9536,0.9536,0.9534,0.9536,4
EURUSD,20010103,125000,0.9535,0.9537,0.9535,0.9537,4
EURUSD,20010103,125100,0.9536,0.9536,0.9534,0.9534,4
